net,length_um
_052320_,3.76µm
_053205_,3.76µm
_053244_,3.76µm
_053359_,3.76µm
_053372_,3.76µm
_053416_,3.76µm
_053722_,3.76µm
_053845_,3.76µm
_054122_,3.76µm
_054177_,3.76µm
_055387_,3.76µm
_055769_,3.76µm
_056991_,3.76µm
_057049_,3.76µm
_057845_,3.76µm
_057931_,3.76µm
_058315_,3.76µm
_058553_,3.76µm
_059099_,3.76µm
_059105_,3.76µm
_059474_,3.76µm
_059488_,3.76µm
_059534_,3.76µm
_059595_,3.76µm
_059634_,3.76µm
_059666_,3.76µm
cpu_inst.CORE.core_i.cs_registers_i.mepc_n\[18\],3.76µm
cpu_inst.CORE.core_i.load_store_unit_i.rdata_q\[4\],3.76µm
net50014,3.76µm
net51865,3.76µm
net52980,3.76µm
net55514,3.76µm
net55579,3.76µm
net57250,3.76µm
net58715,3.76µm
net59205,3.76µm
net59255,3.76µm
net59636,3.76µm
net59677,3.76µm
net59909,3.76µm
net60401,3.76µm
net60653,3.76µm
net61173,3.76µm
net61370,3.76µm
net61456,3.76µm
net61581,3.76µm
net61656,3.76µm
net61688,3.76µm
net62876,3.76µm
net63078,3.76µm
net63118,3.76µm
net63601,3.76µm
net64014,3.76µm
net64290,3.76µm
net64746,3.76µm
net64846,3.76µm
net66496,3.76µm
_010780_,3.755µm
net52386,3.755µm
net54307,3.755µm
net54950,3.755µm
net56503,3.755µm
net58595,3.755µm
net60418,3.755µm
net60670,3.755µm
_010961_,3.745µm
_009431_,3.74µm
_010569_,3.74µm
_011252_,3.74µm
_012831_,3.74µm
_013223_,3.74µm
_015973_,3.74µm
_016442_,3.74µm
_017820_,3.74µm
_017878_,3.74µm
_022674_,3.74µm
_023058_,3.74µm
_027599_,3.74µm
_029160_,3.74µm
_031256_,3.74µm
_035830_,3.74µm
_038455_,3.74µm
_040044_,3.74µm
_040174_,3.74µm
_040246_,3.74µm
_041606_,3.74µm
_041954_,3.74µm
_044620_,3.74µm
_045566_,3.74µm
_048765_,3.74µm
_049427_,3.74µm
_053854_,3.74µm
_056297_,3.74µm
_056568_,3.74µm
_056887_,3.74µm
_057666_,3.74µm
_057814_,3.74µm
_058331_,3.74µm
_058495_,3.74µm
_060031_,3.74µm
net50354,3.74µm
net51040,3.74µm
net51068,3.74µm
net51332,3.74µm
net51900,3.74µm
net51990,3.74µm
net52315,3.74µm
net52339,3.74µm
net52600,3.74µm
net52684,3.74µm
net54011,3.74µm
net55250,3.74µm
net55510,3.74µm
net56661,3.74µm
net56761,3.74µm
net57541,3.74µm
net57577,3.74µm
net58496,3.74µm
net58517,3.74µm
net61197,3.74µm
net61253,3.74µm
net65227,3.74µm
_048997_,3.72µm
timer_inst.TIM_EVC\[21\],3.72µm
_017341_,3.71µm
net50307,3.705µm
net50737,3.705µm
net50981,3.705µm
net51392,3.705µm
net52422,3.705µm
net52619,3.705µm
net53083,3.705µm
net53741,3.705µm
net54028,3.705µm
net55126,3.705µm
net55253,3.705µm
net55420,3.705µm
net55458,3.705µm
net55612,3.705µm
net55620,3.705µm
net55692,3.705µm
net55757,3.705µm
net55986,3.705µm
net55990,3.705µm
net56068,3.705µm
net56297,3.705µm
net56604,3.705µm
net56618,3.705µm
net56696,3.705µm
net56750,3.705µm
net57554,3.705µm
net57812,3.705µm
net57831,3.705µm
net57973,3.705µm
net58029,3.705µm
net58195,3.705µm
net58540,3.705µm
net58798,3.705µm
net59006,3.705µm
_017224_,3.695µm
_045561_,3.69µm
_047756_,3.69µm
net62010,3.69µm
_038854_,3.685µm
net56911,3.685µm
net59656,3.685µm
_004947_,3.68µm
_004967_,3.68µm
_004975_,3.68µm
_005419_,3.68µm
_005547_,3.68µm
_005579_,3.68µm
_005616_,3.68µm
_005619_,3.68µm
_005626_,3.68µm
_005632_,3.68µm
_006005_,3.68µm
_006032_,3.68µm
_006176_,3.68µm
_006182_,3.68µm
_006204_,3.68µm
_008532_,3.68µm
_008656_,3.68µm
_008688_,3.68µm
_009008_,3.68µm
_009596_,3.68µm
_010575_,3.68µm
_010643_,3.68µm
_011349_,3.68µm
_011575_,3.68µm
_011720_,3.68µm
_011968_,3.68µm
_013068_,3.68µm
_013701_,3.68µm
_013881_,3.68µm
_014437_,3.68µm
_014514_,3.68µm
_015010_,3.68µm
_015184_,3.68µm
_016275_,3.68µm
_016281_,3.68µm
_016756_,3.68µm
_016868_,3.68µm
_018290_,3.68µm
_019059_,3.68µm
_021483_,3.68µm
_021735_,3.68µm
_021857_,3.68µm
_024761_,3.68µm
_026613_,3.68µm
_026829_,3.68µm
_028709_,3.68µm
_029280_,3.68µm
_029698_,3.68µm
_029762_,3.68µm
_030925_,3.68µm
_031428_,3.68µm
_031603_,3.68µm
_031950_,3.68µm
_035184_,3.68µm
_035614_,3.68µm
_035642_,3.68µm
_036232_,3.68µm
_036404_,3.68µm
_037815_,3.68µm
_038179_,3.68µm
_038921_,3.68µm
_038949_,3.68µm
_039069_,3.68µm
_041723_,3.68µm
_042060_,3.68µm
_042198_,3.68µm
_042670_,3.68µm
_043808_,3.68µm
_044127_,3.68µm
_044511_,3.68µm
_044657_,3.68µm
_046042_,3.68µm
_046522_,3.68µm
_046788_,3.68µm
_047247_,3.68µm
_049618_,3.68µm
_049923_,3.68µm
_050188_,3.68µm
_053178_,3.68µm
_053859_,3.68µm
_053878_,3.68µm
_053885_,3.68µm
_054043_,3.68µm
_054072_,3.68µm
_055644_,3.68µm
_055867_,3.68µm
_055883_,3.68µm
_056219_,3.68µm
_056232_,3.68µm
_056997_,3.68µm
_057073_,3.68µm
_057965_,3.68µm
_058127_,3.68µm
_058506_,3.68µm
_058520_,3.68µm
_058646_,3.68µm
_058741_,3.68µm
_059273_,3.68µm
_059520_,3.68µm
_059689_,3.68µm
axi_instr_bram_rdata\[31\],3.68µm
conv_accelerator_inst.acc\[31\],3.68µm
conv_accelerator_inst.f_prod\[102\],3.68µm
conv_accelerator_inst.f_prod\[103\],3.68µm
conv_accelerator_inst.f_prod\[106\],3.68µm
conv_accelerator_inst.f_prod\[110\],3.68µm
conv_accelerator_inst.f_prod\[11\],3.68µm
conv_accelerator_inst.f_prod\[34\],3.68µm
conv_accelerator_inst.f_prod\[64\],3.68µm
conv_accelerator_inst.f_prod\[66\],3.68µm
conv_accelerator_inst.f_prod\[75\],3.68µm
conv_accelerator_inst.f_prod\[76\],3.68µm
conv_accelerator_inst.fc_acc\[79\],3.68µm
conv_accelerator_inst.prod\[102\],3.68µm
conv_accelerator_inst.prod\[105\],3.68µm
conv_accelerator_inst.prod\[140\],3.68µm
conv_accelerator_inst.prod\[202\],3.68µm
conv_accelerator_inst.wb_base1\[7\],3.68µm
conv_accelerator_inst.wb_prod\[104\],3.68µm
conv_accelerator_inst.wb_prod\[422\],3.68µm
conv_accelerator_inst.wb_prod\[93\],3.68µm
cpu_inst.CORE.core_i.cs_registers_i.mie_q\[19\],3.68µm
cpu_inst.CORE.core_i.cs_registers_i.mie_q\[30\],3.68µm
cpu_inst.CORE.core_i.cs_registers_i.mscratch_q\[16\],3.68µm
cpu_inst.CORE.core_i.ex_stage_i.alu_i.alu_div_i.Cnt_DP\[5\],3.68µm
cpu_inst.CORE.core_i.ex_stage_i.alu_i.alu_div_i.ResRegEn_S,3.68µm
cpu_inst.CORE.core_i.id_stage_i.decoder_i.illegal_c_insn_i,3.68µm
cpu_inst.CORE.core_i.if_stage_i.aligner_i.r_instr_h\[5\],3.68µm
cpu_inst.CORE.core_i.if_stage_i.prefetch_buffer_i.fifo_i.mem_q\[47\],3.68µm
cpu_inst.CORE.core_i.if_stage_i.prefetch_buffer_i.fifo_i.mem_q\[50\],3.68µm
cpu_inst.CORE.core_i.if_stage_i.prefetch_buffer_i.fifo_i.mem_q\[60\],3.68µm
cpu_inst.CORE.core_i.if_stage_i.prefetch_buffer_i.fifo_i.mem_q\[61\],3.68µm
cpu_inst.CORE.core_i.if_stage_i.prefetch_buffer_i.instruction_obi_i.gen_no_trans_stable.obi_addr_q\[10\],3.68µm
cpu_inst.CORE.core_i.if_stage_i.prefetch_buffer_i.instruction_obi_i.gen_no_trans_stable.obi_addr_q\[20\],3.68µm
cpu_inst.CORE.core_i.if_stage_i.prefetch_buffer_i.instruction_obi_i.gen_no_trans_stable.obi_addr_q\[21\],3.68µm
cpu_inst.CORE.core_i.if_stage_i.prefetch_buffer_i.prefetch_controller_i.trans_addr_q\[22\],3.68µm
cpu_inst.instr_bridge.i_fifo_rsp_mux.mem_q\[3\],3.68µm
gpio_inst.clk_div\[24\],3.68µm
gpio_inst.clk_div\[26\],3.68µm
i2c_master_inst.I2C_ADR\[27\],3.68µm
i2c_master_inst.I2C_CFG\[13\],3.68µm
i2c_master_inst.I2C_CFG\[31\],3.68µm
i2c_master_inst.I2C_NBY\[26\],3.68µm
i2c_master_inst.I2C_RDR\[12\],3.68µm
i2c_master_inst.I2C_RDR\[23\],3.68µm
i2c_master_inst.I2C_RDR\[30\],3.68µm
i2c_master_inst.half_frac_acc\[22\],3.68µm
i2c_master_inst.phase\[2\],3.68µm
instr_read_arbiter_inst.araddr_q\[4\],3.68µm
qspi_master_inst.QSPI_CCR\[1\],3.68µm
qspi_master_inst.data_byte_size\[6\],3.68µm
qspi_master_inst.fifo_error\[0\],3.68µm
timer_inst.TIM_CLR\[7\],3.68µm
timer_inst.TIM_ENA\[13\],3.68µm
timer_inst.TIM_ENA\[15\],3.68µm
timer_inst.TIM_MOD\[13\],3.68µm
timer_inst.TIM_MOD\[15\],3.68µm
timer_inst.TIM_MOD\[21\],3.68µm
timer_inst.TIM_MOD\[27\],3.68µm
timer_inst.TIM_MOD\[2\],3.68µm
uart_yz_inst.UART_TDR\[3\],3.68µm
net50222,3.68µm
net50472,3.68µm
net50744,3.68µm
net52562,3.68µm
net53066,3.68µm
net53310,3.68µm
net53931,3.68µm
net54452,3.68µm
net54718,3.68µm
net55248,3.68µm
net55380,3.68µm
net56095,3.68µm
net56452,3.68µm
net56922,3.68µm
net57622,3.68µm
net58117,3.68µm
net58950,3.68µm
net59252,3.68µm
net59402,3.68µm
net59469,3.68µm
net59552,3.68µm
net59617,3.68µm
net59802,3.68µm
net59849,3.68µm
net60044,3.68µm
net60102,3.68µm
net60111,3.68µm
net60243,3.68µm
net60329,3.68µm
net60358,3.68µm
net60425,3.68µm
net60894,3.68µm
net60980,3.68µm
net61077,3.68µm
net61330,3.68µm
net61614,3.68µm
net61640,3.68µm
net61725,3.68µm
net62266,3.68µm
net62421,3.68µm
net62587,3.68µm
net62619,3.68µm
net62753,3.68µm
net62789,3.68µm
net62832,3.68µm
net62915,3.68µm
net62955,3.68µm
net62987,3.68µm
net63012,3.68µm
net63026,3.68µm
net63037,3.68µm
net63074,3.68µm
net63130,3.68µm
net63156,3.68µm
net63166,3.68µm
net63205,3.68µm
net63395,3.68µm
net63398,3.68µm
net63440,3.68µm
net63446,3.68µm
net63482,3.68µm
net63616,3.68µm
net63650,3.68µm
net63680,3.68µm
net63800,3.68µm
net63877,3.68µm
net63901,3.68µm
net63936,3.68µm
net63938,3.68µm
net63941,3.68µm
net63960,3.68µm
net64043,3.68µm
net64086,3.68µm
net64100,3.68µm
net64130,3.68µm
net64141,3.68µm
net64156,3.68µm
net64229,3.68µm
net64275,3.68µm
net64393,3.68µm
net64468,3.68µm
net64510,3.68µm
net64512,3.68µm
net64602,3.68µm
net64713,3.68µm
net64714,3.68µm
net64758,3.68µm
net64904,3.68µm
net65023,3.68µm
net65253,3.68µm
net65283,3.68µm
net65284,3.68µm
net65355,3.68µm
net65427,3.68µm
net65923,3.68µm
net66242,3.68µm
net66282,3.68µm
net66304,3.68µm
net66379,3.68µm
_047143_,3.675µm
_048585_,3.675µm
_013583_,3.67µm
_000157_,3.66µm
_000174_,3.66µm
_000341_,3.66µm
_000352_,3.66µm
_000615_,3.66µm
_000616_,3.66µm
_000657_,3.66µm
_000659_,3.66µm
_005022_,3.66µm
_005095_,3.66µm
_005102_,3.66µm
_005294_,3.66µm
_005475_,3.66µm
_005505_,3.66µm
_005715_,3.66µm
_005890_,3.66µm
_006275_,3.66µm
_006384_,3.66µm
_006401_,3.66µm
_006449_,3.66µm
_007549_,3.66µm
_007993_,3.66µm
_008313_,3.66µm
_008519_,3.66µm
_008525_,3.66µm
_008539_,3.66µm
_008544_,3.66µm
_008610_,3.66µm
_008639_,3.66µm
_008698_,3.66µm
_008712_,3.66µm
_008972_,3.66µm
_009032_,3.66µm
_009611_,3.66µm
_010596_,3.66µm
_010701_,3.66µm
_010937_,3.66µm
_011746_,3.66µm
_012728_,3.66µm
_014080_,3.66µm
_014520_,3.66µm
_014726_,3.66µm
_016517_,3.66µm
_017872_,3.66µm
_018573_,3.66µm
_029743_,3.66µm
_033754_,3.66µm
_033831_,3.66µm
_034139_,3.66µm
_034146_,3.66µm
_034334_,3.66µm
_035142_,3.66µm
_035598_,3.66µm
_036208_,3.66µm
_037483_,3.66µm
_038408_,3.66µm
_039329_,3.66µm
_039599_,3.66µm
_044071_,3.66µm
_046764_,3.66µm
_049321_,3.66µm
_049680_,3.66µm
_055583_,3.66µm
_056771_,3.66µm
_057748_,3.66µm
_058353_,3.66µm
_058398_,3.66µm
_058920_,3.66µm
cpu_inst.CORE.core_i.cs_registers_i.mepc_n\[1\],3.66µm
net49996,3.66µm
net50045,3.66µm
net50055,3.66µm
net50273,3.66µm
net50787,3.66µm
net51760,3.66µm
net52578,3.66µm
net54246,3.66µm
net54511,3.66µm
net56454,3.66µm
net56577,3.66µm
net57204,3.66µm
net58428,3.66µm
net58615,3.66µm
net58730,3.66µm
net58744,3.66µm
net58890,3.66µm
net58944,3.66µm
net58980,3.66µm
net59024,3.66µm
net59100,3.66µm
net59108,3.66µm
net59149,3.66µm
net59159,3.66µm
net59261,3.66µm
net59289,3.66µm
net59330,3.66µm
net59714,3.66µm
net59756,3.66µm
net59986,3.66µm
net60039,3.66µm
net60050,3.66µm
net60251,3.66µm
net60283,3.66µm
net60348,3.66µm
net60506,3.66µm
net60633,3.66µm
net60666,3.66µm
net60810,3.66µm
net60906,3.66µm
net60998,3.66µm
net61070,3.66µm
net61092,3.66µm
net61159,3.66µm
net61268,3.66µm
net61468,3.66µm
net61495,3.66µm
net61563,3.66µm
net62027,3.66µm
net62059,3.66µm
net62157,3.66µm
net62360,3.66µm
net62399,3.66µm
net62551,3.66µm
net62562,3.66µm
net62631,3.66µm
net62682,3.66µm
net62716,3.66µm
net62748,3.66µm
net62853,3.66µm
net62916,3.66µm
net63006,3.66µm
net63107,3.66µm
net63340,3.66µm
net63424,3.66µm
net63473,3.66µm
net63479,3.66µm
net63517,3.66µm
net63542,3.66µm
net63666,3.66µm
net63688,3.66µm
net63772,3.66µm
net63822,3.66µm
net63861,3.66µm
net63880,3.66µm
net63918,3.66µm
net63922,3.66µm
net63955,3.66µm
net64142,3.66µm
net64649,3.66µm
net64681,3.66µm
net64687,3.66µm
net64777,3.66µm
net64785,3.66µm
net64789,3.66µm
net64988,3.66µm
net65008,3.66µm
net65044,3.66µm
net65091,3.66µm
net65272,3.66µm
net65444,3.66µm
net65507,3.66µm
net65573,3.66µm
net65586,3.66µm
net65635,3.66µm
net66361,3.66µm
_032883_,3.65µm
_051588_,3.65µm
_056176_,3.65µm
_000258_,3.64µm
_003887_,3.64µm
_003962_,3.64µm
_006073_,3.64µm
_006261_,3.64µm
_006282_,3.64µm
_006285_,3.64µm
_006304_,3.64µm
_006428_,3.64µm
_006435_,3.64µm
_006442_,3.64µm
_007019_,3.64µm
_007080_,3.64µm
_007696_,3.64µm
_007736_,3.64µm
_007978_,3.64µm
_008032_,3.64µm
_009989_,3.64µm
_010336_,3.64µm
_010407_,3.64µm
_010824_,3.64µm
_011753_,3.64µm
_012642_,3.64µm
_013606_,3.64µm
_013801_,3.64µm
_014182_,3.64µm
_014916_,3.64µm
_014930_,3.64µm
_015061_,3.64µm
_015549_,3.64µm
_015589_,3.64µm
_015821_,3.64µm
_015852_,3.64µm
_016016_,3.64µm
_016113_,3.64µm
_016116_,3.64µm
_016182_,3.64µm
_016727_,3.64µm
_019395_,3.64µm
_020041_,3.64µm
_021456_,3.64µm
_022135_,3.64µm
_023585_,3.64µm
_024682_,3.64µm
_025681_,3.64µm
_027889_,3.64µm
_029376_,3.64µm
_029570_,3.64µm
_030554_,3.64µm
_030591_,3.64µm
_030637_,3.64µm
_031093_,3.64µm
_031944_,3.64µm
_032478_,3.64µm
_033172_,3.64µm
_033198_,3.64µm
_033996_,3.64µm
_034276_,3.64µm
_034584_,3.64µm
_034790_,3.64µm
_035216_,3.64µm
_036148_,3.64µm
_036561_,3.64µm
_036709_,3.64µm
_037127_,3.64µm
_037645_,3.64µm
_037652_,3.64µm
_037847_,3.64µm
_037854_,3.64µm
_038171_,3.64µm
_039245_,3.64µm
_039626_,3.64µm
_040554_,3.64µm
_040978_,3.64µm
_041441_,3.64µm
_041647_,3.64µm
_041707_,3.64µm
_042734_,3.64µm
_042822_,3.64µm
_043429_,3.64µm
_043603_,3.64µm
_043979_,3.64µm
_044321_,3.64µm
_045460_,3.64µm
_045497_,3.64µm
_045992_,3.64µm
_046722_,3.64µm
_046743_,3.64µm
_047822_,3.64µm
_048390_,3.64µm
_048957_,3.64µm
_049485_,3.64µm
_049865_,3.64µm
_050306_,3.64µm
_052583_,3.64µm
_052759_,3.64µm
_053726_,3.64µm
_053809_,3.64µm
_053970_,3.64µm
_054284_,3.64µm
_055407_,3.64µm
_056210_,3.64µm
_056251_,3.64µm
_056843_,3.64µm
_058222_,3.64µm
_058892_,3.64µm
_059191_,3.64µm
_059511_,3.64µm
_059580_,3.64µm
conv_accelerator_inst.cbuf_waddr\[8\],3.64µm
conv_accelerator_inst.f_prod\[47\],3.64µm
conv_accelerator_inst.wb_prod\[440\],3.64µm
cpu_inst.CORE.core_i.cs_registers_i.dscratch1_q\[26\],3.64µm
cpu_inst.CORE.core_i.if_stage_i.prefetch_buffer_i.instruction_obi_i.gen_no_trans_stable.obi_addr_q\[25\],3.64µm
i2c_master_inst.half_frac_acc\[23\],3.64µm
uart_yz_inst.UART_TDR\[6\],3.64µm
uart_yz_inst.tx_state\[2\],3.64µm
net7769,3.64µm
net10399,3.64µm
net25819,3.64µm
net50256,3.64µm
net52610,3.64µm
net53334,3.64µm
net53722,3.64µm
net54945,3.64µm
net57092,3.64µm
net59271,3.64µm
net64108,3.64µm
net66196,3.64µm
net66300,3.64µm
_035745_,3.635µm
_042328_,3.635µm
net50781,3.635µm
net50883,3.635µm
net50899,3.635µm
net51235,3.635µm
net51352,3.635µm
net51556,3.635µm
net51929,3.635µm
net52102,3.635µm
net52316,3.635µm
net52382,3.635µm
net52905,3.635µm
net53259,3.635µm
net53440,3.635µm
net53602,3.635µm
net53624,3.635µm
net54952,3.635µm
net55062,3.635µm
net55243,3.635µm
net55291,3.635µm
net55383,3.635µm
net55442,3.635µm
net55949,3.635µm
net56094,3.635µm
net56169,3.635µm
net56392,3.635µm
net56586,3.635µm
net56677,3.635µm
net56830,3.635µm
net56971,3.635µm
net57023,3.635µm
_000028_,3.625µm
_049929_,3.62µm
_055535_,3.62µm
_057740_,3.62µm
net50417,3.62µm
net50685,3.615µm
net52915,3.605µm
net52999,3.605µm
net54375,3.605µm
net56429,3.605µm
net57510,3.605µm
net58233,3.605µm
_059739_,3.595µm
_017591_,3.585µm
net50569,3.585µm
net51317,3.585µm
net51725,3.585µm
net53926,3.585µm
net54681,3.585µm
net57891,3.585µm
net58169,3.585µm
net58263,3.585µm
net58429,3.585µm
net59582,3.585µm
net59699,3.585µm
net60573,3.585µm
net62234,3.585µm
_005167_,3.58µm
_059318_,3.58µm
_016235_,3.57µm
_044856_,3.57µm
_044862_,3.57µm
_012812_,3.565µm
_016372_,3.565µm
_016716_,3.565µm
_029139_,3.565µm
net51037,3.565µm
net56740,3.565µm
_000225_,3.56µm
_000397_,3.56µm
_000605_,3.56µm
_000737_,3.56µm
_000776_,3.56µm
_000777_,3.56µm
_000780_,3.56µm
_000812_,3.56µm
_000828_,3.56µm
_000857_,3.56µm
_000860_,3.56µm
_000882_,3.56µm
_000906_,3.56µm
_000914_,3.56µm
_000919_,3.56µm
_000932_,3.56µm
_000947_,3.56µm
_000957_,3.56µm
_001017_,3.56µm
_001030_,3.56µm
_001031_,3.56µm
_001049_,3.56µm
_001051_,3.56µm
_001075_,3.56µm
_001097_,3.56µm
_001102_,3.56µm
_001105_,3.56µm
_001128_,3.56µm
_001129_,3.56µm
_001211_,3.56µm
_001259_,3.56µm
_001271_,3.56µm
_001276_,3.56µm
_001281_,3.56µm
_001347_,3.56µm
_001351_,3.56µm
_001357_,3.56µm
_001368_,3.56µm
_001373_,3.56µm
_001378_,3.56µm
_001383_,3.56µm
_001391_,3.56µm
_001439_,3.56µm
_001489_,3.56µm
_001502_,3.56µm
_001523_,3.56µm
_001562_,3.56µm
_001624_,3.56µm
_001642_,3.56µm
_001674_,3.56µm
_001756_,3.56µm
_001824_,3.56µm
_001889_,3.56µm
_001909_,3.56µm
_001963_,3.56µm
_001972_,3.56µm
_002011_,3.56µm
_002077_,3.56µm
_002092_,3.56µm
_002108_,3.56µm
_002109_,3.56µm
_002126_,3.56µm
_002138_,3.56µm
_002179_,3.56µm
_002189_,3.56µm
_002233_,3.56µm
_002255_,3.56µm
_002257_,3.56µm
_002321_,3.56µm
_002388_,3.56µm
_002427_,3.56µm
_002441_,3.56µm
_002442_,3.56µm
_002468_,3.56µm
_002474_,3.56µm
_002533_,3.56µm
_002537_,3.56µm
_002587_,3.56µm
_002622_,3.56µm
_002665_,3.56µm
_002704_,3.56µm
_002728_,3.56µm
_002752_,3.56µm
_002762_,3.56µm
_002769_,3.56µm
_002783_,3.56µm
_002801_,3.56µm
_002818_,3.56µm
_002858_,3.56µm
_002859_,3.56µm
_002919_,3.56µm
_002925_,3.56µm
_002981_,3.56µm
_002995_,3.56µm
_003025_,3.56µm
_003066_,3.56µm
_003107_,3.56µm
_003116_,3.56µm
_003166_,3.56µm
_003248_,3.56µm
_003252_,3.56µm
_003366_,3.56µm
_003403_,3.56µm
_003411_,3.56µm
_003446_,3.56µm
_003453_,3.56µm
_003472_,3.56µm
_003495_,3.56µm
_003504_,3.56µm
_003521_,3.56µm
_003549_,3.56µm
_003631_,3.56µm
_003656_,3.56µm
_003706_,3.56µm
_003733_,3.56µm
_003767_,3.56µm
_003784_,3.56µm
_003807_,3.56µm
_003885_,3.56µm
_003920_,3.56µm
_003941_,3.56µm
_003970_,3.56µm
_003982_,3.56µm
_004012_,3.56µm
_004045_,3.56µm
_004054_,3.56µm
_004056_,3.56µm
_004096_,3.56µm
_004104_,3.56µm
_004107_,3.56µm
_004124_,3.56µm
_004129_,3.56µm
_004133_,3.56µm
_004161_,3.56µm
_004221_,3.56µm
_004231_,3.56µm
_004266_,3.56µm
_004298_,3.56µm
_004305_,3.56µm
_004313_,3.56µm
_004326_,3.56µm
_004329_,3.56µm
_004334_,3.56µm
_004455_,3.56µm
_004457_,3.56µm
_004486_,3.56µm
_004536_,3.56µm
_004540_,3.56µm
_004562_,3.56µm
_004574_,3.56µm
_004647_,3.56µm
_004663_,3.56µm
_004680_,3.56µm
_004734_,3.56µm
_004746_,3.56µm
_004750_,3.56µm
_004818_,3.56µm
_004824_,3.56µm
_004898_,3.56µm
_004901_,3.56µm
_004906_,3.56µm
_004929_,3.56µm
_005174_,3.56µm
_005176_,3.56µm
_005209_,3.56µm
_005221_,3.56µm
_005223_,3.56µm
_005255_,3.56µm
_005362_,3.56µm
_005368_,3.56µm
_005369_,3.56µm
_005384_,3.56µm
_005431_,3.56µm
_005572_,3.56µm
_005701_,3.56µm
_005734_,3.56µm
_005751_,3.56µm
_005754_,3.56µm
_005772_,3.56µm
_005774_,3.56µm
_005810_,3.56µm
_005811_,3.56µm
_005838_,3.56µm
_005863_,3.56µm
_005902_,3.56µm
_005975_,3.56µm
_006139_,3.56µm
_006213_,3.56µm
_007563_,3.56µm
_007566_,3.56µm
_007762_,3.56µm
_007800_,3.56µm
_007915_,3.56µm
_007933_,3.56µm
_007937_,3.56µm
_008012_,3.56µm
_008014_,3.56µm
_008154_,3.56µm
_008178_,3.56µm
_008180_,3.56µm
_008188_,3.56µm
_008211_,3.56µm
_008221_,3.56µm
_008223_,3.56µm
_008233_,3.56µm
_008236_,3.56µm
_008268_,3.56µm
_008416_,3.56µm
_008425_,3.56µm
_008427_,3.56µm
_008429_,3.56µm
_008435_,3.56µm
_008597_,3.56µm
_009676_,3.56µm
_010958_,3.56µm
_011137_,3.56µm
_013000_,3.56µm
_013759_,3.56µm
_013950_,3.56µm
_013978_,3.56µm
_014075_,3.56µm
_014419_,3.56µm
_014900_,3.56µm
_015287_,3.56µm
_015299_,3.56µm
_015414_,3.56µm
_015525_,3.56µm
_015596_,3.56µm
_015670_,3.56µm
_015790_,3.56µm
_016236_,3.56µm
_016454_,3.56µm
_016661_,3.56µm
_016685_,3.56µm
_017156_,3.56µm
_017864_,3.56µm
_018121_,3.56µm
_018448_,3.56µm
_018876_,3.56µm
_018952_,3.56µm
_022803_,3.56µm
_029042_,3.56µm
_029483_,3.56µm
_029681_,3.56µm
_029934_,3.56µm
_030116_,3.56µm
_030431_,3.56µm
_030433_,3.56µm
_031059_,3.56µm
_031132_,3.56µm
_031133_,3.56µm
_031141_,3.56µm
_031174_,3.56µm
_031193_,3.56µm
_031616_,3.56µm
_031688_,3.56µm
_031760_,3.56µm
_031858_,3.56µm
_032263_,3.56µm
_032266_,3.56µm
_033339_,3.56µm
_034576_,3.56µm
_036079_,3.56µm
_036354_,3.56µm
_036468_,3.56µm
_036527_,3.56µm
_036841_,3.56µm
_036871_,3.56µm
_037312_,3.56µm
_038991_,3.56µm
_039132_,3.56µm
_040104_,3.56µm
_040387_,3.56µm
_040600_,3.56µm
_041073_,3.56µm
_042774_,3.56µm
_043513_,3.56µm
_043699_,3.56µm
_044155_,3.56µm
_045109_,3.56µm
_045842_,3.56µm
_045931_,3.56µm
_046652_,3.56µm
_046756_,3.56µm
_047648_,3.56µm
_049870_,3.56µm
_050888_,3.56µm
_051139_,3.56µm
_051375_,3.56µm
_052002_,3.56µm
_052071_,3.56µm
_054146_,3.56µm
_055337_,3.56µm
_056269_,3.56µm
_056424_,3.56µm
_056579_,3.56µm
_056608_,3.56µm
_056674_,3.56µm
_056707_,3.56µm
_056812_,3.56µm
_057113_,3.56µm
_057345_,3.56µm
_058499_,3.56µm
_058930_,3.56µm
_059344_,3.56µm
_059396_,3.56µm
_059678_,3.56µm
_059843_,3.56µm
cpu_inst.CORE.core_i.cs_registers_i.depc_n\[25\],3.56µm
cpu_inst.CORE.core_i.cs_registers_i.mepc_n\[9\],3.56µm
cpu_inst.CORE.core_i.cs_registers_i.mtvec_n\[10\],3.56µm
cpu_inst.CORE.core_i.ex_stage_i.mult_i.op_b_i\[3\],3.56µm
net49804,3.56µm
net49928,3.56µm
net51796,3.56µm
net59190,3.56µm
net59335,3.56µm
net62711,3.56µm
net62843,3.56µm
net62980,3.56µm
net63101,3.56µm
net63106,3.56µm
net63132,3.56µm
net63230,3.56µm
net63275,3.56µm
net63351,3.56µm
net63518,3.56µm
net63538,3.56µm
net63595,3.56µm
net63602,3.56µm
net63745,3.56µm
net63781,3.56µm
net64080,3.56µm
net64140,3.56µm
net64500,3.56µm
net64748,3.56µm
net64766,3.56µm
net65182,3.56µm
net65658,3.56µm
net66217,3.56µm
_051560_,3.555µm
_045061_,3.55µm
_010717_,3.545µm
_011082_,3.545µm
_011381_,3.545µm
_015370_,3.545µm
_017981_,3.545µm
_018914_,3.545µm
_035404_,3.545µm
net58785,3.545µm
net62224,3.545µm
_000171_,3.54µm
_000316_,3.54µm
_000317_,3.54µm
